MAE,MSE,MFN,MAPE
8.453135,12.804646,6.723911e-07,0.06865856
8.501417,13.05528,6.731506e-07,0.0682364
7.9179597,12.203703,6.720721e-07,0.06563124
8.527839,13.279136,6.8632056e-07,0.0697103
8.625241,13.010745,6.7284316e-07,0.069966055
8.560267,13.132973,6.7173124e-07,0.06856372
8.067239,12.47437,6.7689376e-07,0.06693613
8.440861,13.109072,6.852847e-07,0.069223054
8.478501,12.819215,6.712887e-07,0.06918117
8.402179,12.966706,6.7060085e-07,0.067685634
7.890463,12.219151,6.718921e-07,0.06496208
8.66843,13.523337,6.9308317e-07,0.07089794
8.55896,13.00593,6.6786276e-07,0.06938996
8.463666,13.00206,6.7293206e-07,0.06791132
7.9119797,12.257207,6.7632595e-07,0.06535256
8.732528,13.588199,6.940969e-07,0.071425825
8.481893,12.849541,6.709324e-07,0.06898039
8.392753,12.95531,6.715076e-07,0.0674423
7.993857,12.3868685,6.7554294e-07,0.0661791
8.66978,13.470863,6.897501e-07,0.07073465
8.39224,12.725708,6.7153e-07,0.068083525
8.384048,12.904673,6.714899e-07,0.06758359
7.9570436,12.352822,6.771796e-07,0.06582428
8.410313,13.072714,6.866242e-07,0.06901289
8.543829,12.959289,6.6982835e-07,0.06951473
8.479023,13.06434,6.7419063e-07,0.068058714
7.92972,12.288713,6.778982e-07,0.06560311
8.406604,13.0827265,6.856602e-07,0.069012366
8.520303,12.898853,6.713771e-07,0.06929275
8.253412,12.715586,6.7251125e-07,0.06667188
7.981432,12.327708,6.754573e-07,0.06615855
8.336376,12.919572,6.8229025e-07,0.06849341
8.637104,13.008077,6.720437e-07,0.070340805
8.465761,13.016937,6.724435e-07,0.06785889
7.9225826,12.261843,6.730059e-07,0.06532659
8.575881,13.414017,6.9392183e-07,0.069771156
8.471331,12.867096,6.718802e-07,0.06868316
8.464517,13.037564,6.719742e-07,0.067816146
7.933721,12.27325,6.7498394e-07,0.06547797
8.597468,13.390067,6.9347027e-07,0.070137106
8.48001,12.925201,6.6969477e-07,0.06874222
8.364505,12.902732,6.718768e-07,0.06745016
7.909543,12.255078,6.745692e-07,0.06516701
8.556293,13.349493,6.918277e-07,0.06995838
8.427025,12.780351,6.70426e-07,0.068312414
8.498525,13.050588,6.7338965e-07,0.068251126
7.9150867,12.217365,6.733639e-07,0.06545448
8.390554,13.033147,6.869788e-07,0.0691649
8.583519,12.953793,6.715277e-07,0.07011834
8.283854,12.788275,6.716936e-07,0.066844106
7.955727,12.377576,6.772896e-07,0.06574463
8.431731,13.145422,6.8899857e-07,0.06909649
8.452564,12.8065405,6.6962104e-07,0.06902744
8.379351,12.90805,6.7349663e-07,0.06755697
8.013154,12.465684,6.791557e-07,0.06628701
8.380705,13.014928,6.8386015e-07,0.068902545
8.536384,12.905561,6.717235e-07,0.069525644
8.509369,13.031733,6.763009e-07,0.06831089
8.006528,12.391384,6.7984814e-07,0.066305414
8.495805,13.181566,6.854448e-07,0.06956912
8.2926035,12.576418,6.71677e-07,0.067538805
8.315375,12.811949,6.7514617e-07,0.06725812
7.8815074,12.16701,6.749997e-07,0.06516077
8.481016,13.214264,6.924819e-07,0.069424234
8.481973,12.851736,6.727203e-07,0.068860985
8.471961,13.0061455,6.761696e-07,0.068203785
7.880356,12.207918,6.729619e-07,0.0650481
8.638191,13.482896,6.9500805e-07,0.07043422
8.384087,12.64573,6.7720987e-07,0.068356276
8.313447,12.818138,6.7260737e-07,0.066899315
7.8842025,12.24244,6.750648e-07,0.06483833
8.610353,13.508468,6.9881196e-07,0.0701303
8.419908,12.776722,6.7204854e-07,0.068501644
8.418879,12.933636,6.7482796e-07,0.067768134
7.8911533,12.223194,6.753125e-07,0.0650677
8.3976,13.068644,6.884342e-07,0.0687724
8.393062,12.684958,6.772676e-07,0.068276815
8.245165,12.726289,6.746918e-07,0.06662701
7.867813,12.168715,6.714788e-07,0.06480568
8.372469,13.011691,6.8898294e-07,0.06877317
8.439144,12.73146,6.7646295e-07,0.06872125
8.294032,12.810157,6.751738e-07,0.0670389
7.889372,12.212858,6.754319e-07,0.06516792
8.349449,12.973151,6.865253e-07,0.06854577
8.335177,12.658657,6.7223e-07,0.06798658
8.244067,12.730664,6.75092e-07,0.066739105
7.894287,12.261016,6.763735e-07,0.06514398
8.712397,13.569195,6.956847e-07,0.071194224
8.412375,12.781458,6.7189444e-07,0.068496384
8.382606,12.892611,6.7384497e-07,0.0675431
7.855101,12.169179,6.745585e-07,0.06462761
8.374073,13.00267,6.887122e-07,0.068817884
8.427674,12.753945,6.727685e-07,0.06892689
8.173039,12.610296,6.754172e-07,0.0661821
7.8857393,12.156014,6.7391215e-07,0.06521685
8.691388,13.538716,6.9344463e-07,0.070740014
8.331369,12.575052,6.7783003e-07,0.06797035
8.4999485,13.052413,6.735709e-07,0.06834838
7.8712945,12.216267,6.729406e-07,0.0648813
8.633527,13.413565,6.9480774e-07,0.0706403
8.371715,12.669771,6.778074e-07,0.068146214
8.2459135,12.732404,6.7606277e-07,0.066714406
7.897229,12.216063,6.7658755e-07,0.06541476
8.511479,13.203097,6.9025833e-07,0.069856286
8.395142,12.694017,6.737283e-07,0.06853684
8.306427,12.791705,6.747071e-07,0.06728669
7.8715343,12.180912,6.729995e-07,0.06453525
8.547815,13.28794,6.903625e-07,0.070081994
8.423863,12.760295,6.7308963e-07,0.068467855
8.328326,12.808033,6.7520557e-07,0.06722539
7.859415,12.162473,6.7467687e-07,0.0649638
8.43836,13.095142,6.8760187e-07,0.06916081
8.39568,12.721466,6.7332695e-07,0.068403356
8.178638,12.627041,6.761253e-07,0.06617413
7.9882274,12.404405,6.787366e-07,0.066088855
8.448238,13.132286,6.9021013e-07,0.069139406
8.314335,12.608275,6.761203e-07,0.06774737
8.4640665,13.00044,6.7641355e-07,0.06830619
7.9087124,12.28455,6.7710954e-07,0.065160885
8.516181,13.226972,6.898312e-07,0.06992133
8.352222,12.629222,6.7613394e-07,0.06828489
8.434727,12.9791765,6.7428186e-07,0.06782064
7.8608184,12.173907,6.740247e-07,0.0643816
8.408177,13.1390915,6.9118585e-07,0.06887263
8.377912,12.73738,6.731075e-07,0.068165585
8.349128,12.8344755,6.741543e-07,0.06742037
7.849344,12.156552,6.7470023e-07,0.064732626
8.416063,13.110401,6.9126025e-07,0.06895202
8.255414,12.553621,6.7646766e-07,0.06720275
8.343568,12.87444,6.7546205e-07,0.067309245
7.8737416,12.236458,6.7476725e-07,0.06452101
8.384203,12.996349,6.8742725e-07,0.06914595
8.247752,12.5260315,6.7317194e-07,0.06736025
8.364222,12.849769,6.7408706e-07,0.067420065
7.887927,12.238061,6.766072e-07,0.065146424
8.513473,13.282183,6.926417e-07,0.06951432
8.440037,12.780458,6.735314e-07,0.0687895
8.271708,12.774765,6.7426254e-07,0.06684308
7.88243,12.24738,6.795324e-07,0.0650661
8.587233,13.304656,6.930836e-07,0.070257716
8.170278,12.423888,6.7508785e-07,0.06668979
8.257173,12.701821,6.755701e-07,0.06674256
7.8824773,12.226986,6.7637245e-07,0.06509475
8.486152,13.146864,6.8801927e-07,0.06962441
8.25514,12.484003,6.8048286e-07,0.06747102
8.240493,12.700968,6.750495e-07,0.066560574
7.846479,12.167437,6.748001e-07,0.06459783
8.503265,13.275057,6.930642e-07,0.06948936
8.352694,12.675525,6.7492937e-07,0.068077646
8.245103,12.716857,6.747862e-07,0.06665924
7.9007583,12.284616,6.7814284e-07,0.06508597
8.511177,13.208452,6.9234727e-07,0.06975631
8.315696,12.601021,6.8038236e-07,0.06786078
8.154676,12.620144,6.7646124e-07,0.06600939
7.933898,12.315169,6.8065935e-07,0.06572866
8.39557,13.060291,6.919452e-07,0.06914524
8.317211,12.653255,6.725335e-07,0.0679475
